"remember, tems doesn't export lat-lon correctly when you export to .tab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"remember, col names need to be correct, but order is not important",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Mobile,TIME,LONGITUDE,LATITUDE,SC_1,RSCP_1,EcIo_1,SC_2,RSCP_2,EcIo_2,SC_3,RSCP_3,EcIo_3,SC_4,RSCP_4,EcIo_4,SC_5,RSCP_5,EcIo_5,SC_6,RSCP_6,EcIo_6,SC_7,RSCP_7,EcIo_7,SC_8,RSCP_8,EcIo_8,SC_9,RSCP_9,EcIo_9,SC_10,RSCP_10,EcIo_10,SC_11,RSCP_11,EcIo_11,SC_12,RSCP_12,EcIo_12,SC_13,RSCP_13,EcIo_13,SC_14,RSCP_14,EcIo_14,SC_15,RSCP_15,EcIo_15,SC_16,RSCP_16,EcIo_16,SC_17,RSCP_17,EcIo_17,SC_18,RSCP_18,EcIo_18,SC_19,RSCP_19,EcIo_19,SC_20,RSCP_20,EcIo_20
,,217,144.8390201,-37.78485768,310,-65.317,-2.317,294,-70.52,-7.52,228,-80.583,-17.583,490,-82.487,-19.487,290,-82.639,-19.639,30,-82.803,-19.803,140,-82.829,-19.829,320,-82.855,-19.855,110,-82.965,-19.965,440,-82.976,-19.976,112,-83.055,-20.055,146,-83.082,-20.082,84,-83.13,-20.13,242,-83.195,-20.195,418,-83.201,-20.201,66,-83.228,-20.228,52,-83.31,-20.31,14,-83.326,-20.326,474,-83.365,-20.365,204,-83.404,-20.404
,,957,144.9001867,-37.77988519,318,-63.073,-1.073,450,-74.094,-12.094,326,-78.41,-16.41,180,-80.686,-18.686,388,-80.801,-18.801,374,-80.964,-18.964,134,-81.443,-19.443,442,-81.497,-19.497,94,-81.502,-19.502,232,-81.563,-19.563,114,-81.664,-19.664,298,-81.695,-19.695,268,-81.97,-19.97,322,-81.976,-19.976,56,-82.002,-20.002,344,-82.023,-20.023,58,-82.055,-20.055,292,-82.077,-20.077,252,-82.114,-20.114,422,-82.13,-20.13
,,4987,144.8852441,-37.77610303,434,-70.011,-1.011,192,-80.955,-11.955,382,-83.397,-14.397,290,-87.311,-18.311,104,-87.461,-18.461,376,-87.573,-18.573,296,-87.645,-18.645,8,-87.741,-18.741,416,-87.755,-18.755,432,-87.983,-18.983,428,-88.168,-19.168,50,-88.27,-19.27,20,-88.324,-19.324,42,-88.741,-19.741,148,-88.777,-19.777,254,-88.777,-19.777,460,-88.86,-19.86,396,-88.955,-19.955,122,-89.045,-20.045,190,-89.055,-20.055
,,3231,144.8684332,-37.78920736,382,-61.68,-0.68,366,-74.926,-13.926,270,-79.041,-18.041,362,-80.188,-19.188,184,-80.363,-19.363,498,-80.448,-19.448,128,-80.467,-19.467,310,-80.563,-19.563,38,-80.588,-19.588,202,-80.715,-19.715,402,-80.756,-19.756,454,-80.834,-19.834,240,-80.865,-19.865,44,-81.018,-20.018,396,-81.103,-20.103,94,-81.109,-20.109,360,-81.146,-20.146,118,-81.157,-20.157,340,-81.19,-20.19,510,-81.217,-20.217
,,4443,144.9226226,-37.7976921,434,-71.199,-2.199,316,-85.036,-16.036,158,-85.08,-16.08,450,-85.673,-16.673,150,-85.982,-16.982,442,-86.416,-17.416,88,-87.045,-18.045,486,-88.522,-19.522,114,-88.865,-19.865,270,-88.944,-19.944,416,-89.023,-20.023,380,-89.077,-20.077,290,-89.087,-20.087,144,-89.271,-20.271,272,-89.288,-20.288,448,-89.315,-20.315,266,-89.359,-20.359,462,-89.365,-20.365,12,-89.454,-20.454,354,-89.532,-20.532
,,2686,144.8486384,-37.83112693,442,-76.345,-2.345,434,-89.355,-15.355,374,-90.904,-16.904,44,-93.383,-19.383,246,-93.462,-19.462,134,-93.751,-19.751,294,-93.751,-19.751,492,-93.803,-19.803,316,-93.839,-19.839,450,-93.855,-19.855,282,-93.986,-19.986,62,-94.023,-20.023,498,-94.023,-20.023,432,-94.071,-20.071,286,-94.157,-20.157,202,-94.228,-20.228,86,-94.255,-20.255,314,-94.321,-20.321,80,-94.426,-20.426,488,-94.437,-20.437
,,3180,144.8712738,-37.78500265,442,-65.231,-4.231,434,-74.333,-13.333,118,-80.423,-19.423,66,-80.543,-19.543,48,-80.7,-19.7,106,-80.71,-19.71,440,-80.71,-19.71,270,-80.746,-19.746,74,-80.787,-19.787,408,-80.876,-19.876,38,-80.881,-19.881,272,-80.902,-19.902,138,-80.928,-19.928,476,-80.981,-19.981,474,-81.007,-20.007,464,-81.029,-20.029,32,-81.05,-20.05,18,-81.055,-20.055,426,-81.077,-20.077,176,-81.093,-20.093
,,798,144.9364483,-37.816319,332,-66.083,-5.083,388,-67.023,-6.023,400,-69.794,-8.794,256,-74.723,-13.723,392,-79.668,-18.668,108,-79.898,-18.898,146,-80.649,-19.649,90,-80.772,-19.772,316,-80.829,-19.829,454,-80.886,-19.886,322,-80.912,-19.912,206,-81.109,-20.109,262,-81.157,-20.157,464,-81.173,-20.173,456,-81.222,-20.222,74,-81.25,-20.25,240,-81.25,-20.25,32,-81.266,-20.266,178,-81.266,-20.266,258,-81.332,-20.332
,,5322,144.8594212,-37.78483611,88,-73.384,-2.384,96,-79.371,-8.371,158,-90.197,-19.197,94,-90.563,-19.563,150,-90.731,-19.731,346,-90.829,-19.829,502,-90.997,-19.997,206,-91.023,-20.023,246,-91.071,-20.071,400,-91.217,-20.217,126,-91.233,-20.233,316,-91.239,-20.239,160,-91.244,-20.244,4,-91.359,-20.359,248,-91.37,-20.37,344,-91.454,-20.454,162,-91.459,-20.459,390,-91.459,-20.459,444,-91.465,-20.465,426,-91.476,-20.476
,,2581,144.8815498,-37.82896371,316,-67.508,-1.508,324,-80.303,-14.303,450,-81.324,-15.324,158,-82.056,-16.056,486,-84.677,-18.677,494,-85.111,-19.111,318,-85.188,-19.188,326,-85.457,-19.457,392,-85.467,-19.467,214,-85.593,-19.593,256,-85.751,-19.751,4,-85.767,-19.767,70,-85.803,-19.803,78,-85.907,-19.907,26,-85.949,-19.949,166,-85.97,-19.97,412,-86.061,-20.061,74,-86.093,-20.093,378,-86.19,-20.19,174,-86.222,-20.222
,,4221,144.8811431,-37.81927026,150,-54.701,-1.701,166,-60.274,-7.274,158,-65.308,-12.308,250,-71.681,-18.681,342,-71.732,-18.732,286,-72.125,-19.125,134,-72.314,-19.314,418,-72.349,-19.349,374,-72.448,-19.448,132,-72.522,-19.522,26,-72.923,-19.923,48,-73.034,-20.034,344,-73.255,-20.255,470,-73.255,-20.255,96,-73.277,-20.277,126,-73.282,-20.282,316,-73.299,-20.299,256,-73.359,-20.359,324,-73.381,-20.381,190,-73.409,-20.409
,,2045,144.8689509,-37.77465165,382,-60.909,-3.909,366,-62.34,-5.34,374,-68.988,-11.988,272,-76.762,-19.762,486,-76.808,-19.808,184,-76.865,-19.865,204,-76.876,-19.876,120,-76.897,-19.897,202,-77.071,-20.071,400,-77.12,-20.12,490,-77.12,-20.12,32,-77.146,-20.146,302,-77.163,-20.163,444,-77.206,-20.206,348,-77.277,-20.277,8,-77.288,-20.288,162,-77.321,-20.321,330,-77.354,-20.354,82,-77.37,-20.37,300,-77.42,-20.42
,,898,144.94052,-37.7815074,318,-63.421,-1.421,450,-72.671,-10.671,374,-75.419,-13.419,326,-79.318,-17.318,372,-80.618,-18.618,252,-81.344,-19.344,392,-81.403,-19.403,82,-81.741,-19.741,72,-81.756,-19.756,338,-81.767,-19.767,336,-81.793,-19.793,322,-81.85,-19.85,436,-81.907,-19.907,298,-81.923,-19.923,114,-81.992,-19.992,454,-81.992,-19.992,396,-82.152,-20.152,406,-82.19,-20.19,60,-82.211,-20.211,378,-82.348,-20.348
,,2711,144.8247699,-37.78940281,316,-49.406,-0.406,20,-67.43,-18.43,58,-67.461,-18.461,4,-67.532,-18.532,48,-67.537,-18.537,416,-67.613,-18.613,486,-68.193,-19.193,374,-68.285,-19.285,450,-68.29,-19.29,204,-68.314,-19.314,288,-68.548,-19.548,246,-68.553,-19.553,70,-68.772,-19.772,502,-68.824,-19.824,72,-68.844,-19.844,312,-68.844,-19.844,132,-68.86,-19.86,130,-68.871,-19.871,470,-68.871,-19.871,438,-69.002,-20.002
,,2052,144.9632319,-37.787565,374,-70.574,-3.574,442,-74.151,-7.151,382,-78.453,-11.453,206,-81.637,-14.637,454,-86.319,-19.319,398,-86.324,-19.324,32,-86.583,-19.583,424,-86.965,-19.965,290,-86.997,-19.997,196,-87.023,-20.023,34,-87.039,-20.039,340,-87.146,-20.146,432,-87.146,-20.146,460,-87.222,-20.222,350,-87.31,-20.31,286,-87.315,-20.315,272,-87.321,-20.321,52,-87.37,-20.37,332,-87.404,-20.404,240,-87.415,-20.415
,,5841,144.979972,-37.80272605,88,-64.93,-1.93,80,-71.728,-8.728,96,-76.014,-13.014,76,-82.438,-19.438,50,-82.502,-19.502,122,-82.598,-19.598,346,-82.7,-19.7,126,-82.715,-19.715,354,-82.756,-19.756,192,-82.876,-19.876,120,-83.013,-20.013,280,-83.061,-20.061,358,-83.087,-20.087,252,-83.168,-20.168,502,-83.195,-20.195,56,-83.222,-20.222,188,-83.233,-20.233,12,-83.239,-20.239,374,-83.293,-20.293,58,-83.348,-20.348
,,4671,144.8575547,-37.80969778,382,-84.048,-6.048,206,-85.053,-7.053,214,-91.469,-13.469,434,-94.019,-16.019,442,-94.841,-16.841,274,-97.183,-19.183,116,-97.787,-19.787,500,-97.939,-19.939,354,-97.992,-19.992,200,-98.093,-20.093,318,-98.168,-20.168,192,-98.271,-20.271,140,-98.299,-20.299,394,-98.315,-20.315,410,-98.315,-20.315,88,-98.326,-20.326,22,-98.354,-20.354,152,-98.365,-20.365,486,-98.365,-20.365,436,-98.415,-20.415
,,3735,144.850715,-37.76551096,450,-61.895,-2.895,434,-68.371,-9.371,158,-69.079,-10.079,150,-71.243,-12.243,200,-77.259,-18.259,442,-77.69,-18.69,138,-77.907,-18.907,120,-78.334,-19.334,196,-78.487,-19.487,502,-78.558,-19.558,288,-78.613,-19.613,6,-78.669,-19.669,448,-78.777,-19.777,462,-78.834,-19.834,498,-79.007,-20.007,476,-79.114,-20.114,306,-79.195,-20.195,354,-79.282,-20.282,308,-79.299,-20.299,134,-79.381,-20.381
,,1713,144.8920096,-37.76676819,324,-66.06,-5.06,450,-66.396,-5.396,316,-68.573,-7.573,318,-75.784,-14.784,434,-79.39,-18.39,30,-79.814,-18.814,138,-80.097,-19.097,36,-80.188,-19.188,502,-80.27,-19.27,6,-80.751,-19.751,268,-80.85,-19.85,48,-81.071,-20.071,216,-81.082,-20.082,444,-81.082,-20.082,370,-81.152,-20.152,340,-81.173,-20.173,196,-81.315,-20.315,350,-81.315,-20.315,372,-81.398,-20.398,130,-81.566,-20.566
,,1726,144.8528147,-37.80978626,206,-77.737,-2.737,366,-84,-9,294,-87.894,-12.894,382,-93.342,-18.342,172,-94.164,-19.164,494,-94.418,-19.418,118,-94.787,-19.787,464,-95.103,-20.103,440,-95.152,-20.152,216,-95.173,-20.173,68,-95.179,-20.179,296,-95.206,-20.206,188,-95.25,-20.25,180,-95.31,-20.31,438,-95.343,-20.343,304,-95.365,-20.365,96,-95.454,-20.454,384,-95.493,-20.493,344,-95.515,-20.515,18,-95.532,-20.532
,,1073,144.8716688,-37.79503464,294,-82.549,-3.549,206,-88.811,-9.811,366,-91.016,-12.016,172,-92.148,-13.148,188,-92.821,-13.821,180,-94.758,-15.758,156,-96.721,-17.721,310,-97.255,-18.255,502,-98.527,-19.527,494,-98.992,-19.992,486,-99.093,-20.093,28,-99.163,-20.163,38,-99.184,-20.184,352,-99.266,-20.266,498,-99.31,-20.31,238,-99.37,-20.37,262,-99.393,-20.393,32,-99.404,-20.404,476,-99.544,-20.544,14,-99.549,-20.549
,,1624,144.8234084,-37.77199449,400,-54.391,-1.391,388,-60.95,-7.95,284,-71.439,-18.439,208,-71.722,-18.722,386,-72.001,-19.001,472,-72.011,-19.011,344,-72.116,-19.116,42,-72.527,-19.527,448,-72.634,-19.634,28,-72.7,-19.7,366,-72.798,-19.798,106,-73.018,-20.018,16,-73.023,-20.023,104,-73.141,-20.141,384,-73.163,-20.163,502,-73.163,-20.163,96,-73.211,-20.211,134,-73.288,-20.288,120,-73.326,-20.326,26,-73.359,-20.359
,,134,144.827576,-37.78320474,310,-74.089,-2.089,294,-81.057,-9.057,228,-83.944,-11.944,220,-86.531,-14.531,10,-90.847,-18.847,478,-91.149,-19.149,108,-91.695,-19.695,28,-91.762,-19.762,290,-91.777,-19.777,382,-91.829,-19.829,262,-91.939,-19.939,30,-91.986,-19.986,144,-92.071,-20.071,442,-92.077,-20.077,110,-92.114,-20.114,284,-92.173,-20.173,112,-92.217,-20.217,490,-92.332,-20.332,136,-92.376,-20.376,398,-92.387,-20.387
,,1683,144.8663899,-37.80811189,366,-70.767,-0.767,206,-86.583,-16.583,254,-88.964,-18.964,96,-89.319,-19.319,142,-89.674,-19.674,50,-89.695,-19.695,238,-89.7,-19.7,110,-89.902,-19.902,452,-89.976,-19.976,314,-90.007,-20.007,188,-90.05,-20.05,80,-90.12,-20.12,484,-90.141,-20.141,326,-90.146,-20.146,146,-90.152,-20.152,486,-90.233,-20.233,22,-90.376,-20.376,174,-90.393,-20.393,264,-90.521,-20.521,190,-90.561,-20.561
,,1640,144.9319873,-37.83254126,400,-52.339,-1.339,388,-58.72,-7.72,134,-70.583,-19.583,254,-70.756,-19.756,362,-70.772,-19.772,96,-70.808,-19.808,492,-70.85,-19.85,40,-70.939,-19.939,202,-70.997,-19.997,448,-71.077,-20.077,386,-71.12,-20.12,42,-71.125,-20.125,74,-71.125,-20.125,78,-71.136,-20.136,252,-71.168,-20.168,316,-71.321,-20.321,222,-71.343,-20.343,500,-71.343,-20.343,112,-71.431,-20.431,116,-71.431,-20.431
,,3002,144.8818038,-37.79597353,450,-70.249,-2.249,158,-78.395,-10.395,434,-79.325,-11.325,316,-81.567,-13.567,118,-87.344,-19.344,150,-87.736,-19.736,474,-87.746,-19.746,66,-87.897,-19.897,138,-88.029,-20.029,462,-88.055,-20.055,308,-88.087,-20.087,356,-88.13,-20.13,36,-88.233,-20.233,216,-88.25,-20.25,432,-88.288,-20.288,424,-88.332,-20.332,170,-88.359,-20.359,24,-88.404,-20.404,234,-88.409,-20.409,384,-88.426,-20.426
,,226,144.9063091,-37.77150735,310,-73.837,-4.837,294,-74.576,-5.576,220,-77.681,-8.681,226,-84.929,-15.929,494,-88.593,-19.593,274,-88.608,-19.608,224,-88.731,-19.731,418,-88.839,-19.839,450,-88.871,-19.871,422,-88.876,-19.876,80,-88.923,-19.923,474,-89.136,-20.136,134,-89.184,-20.184,432,-89.19,-20.19,320,-89.201,-20.201,468,-89.404,-20.404,282,-89.42,-20.42,160,-89.426,-20.426,456,-89.431,-20.431,204,-89.437,-20.437
,,1654,144.854289,-37.79913632,400,-53.409,-1.409,388,-59.547,-7.547,394,-71.477,-19.477,448,-71.72,-19.72,116,-71.731,-19.731,96,-71.756,-19.756,42,-71.86,-19.86,392,-71.891,-19.891,254,-71.902,-19.902,504,-71.944,-19.944,74,-71.981,-19.981,472,-72.002,-20.002,366,-72.034,-20.034,284,-72.087,-20.087,202,-72.152,-20.152,134,-72.282,-20.282,386,-72.348,-20.348,384,-72.37,-20.37,500,-72.376,-20.376,120,-72.393,-20.393
,,681,144.8692822,-37.77901293,366,-53.618,-0.618,382,-71.259,-18.259,484,-71.907,-18.907,84,-72.092,-19.092,340,-72.13,-19.13,470,-72.14,-19.14,374,-72.314,-19.314,112,-72.349,-19.349,254,-72.502,-19.502,432,-72.86,-19.86,232,-72.933,-19.933,172,-73.018,-20.018,138,-73.023,-20.023,270,-73.071,-20.071,294,-73.152,-20.152,424,-73.168,-20.168,166,-73.228,-20.228,80,-73.233,-20.233,146,-73.293,-20.293,184,-73.315,-20.315
,,1551,144.8846568,-37.80251858,442,-65.978,-2.978,374,-72.017,-9.017,318,-77.428,-14.428,382,-77.688,-14.688,428,-82.168,-19.168,314,-82.241,-19.241,30,-82.388,-19.388,326,-82.418,-19.418,66,-82.472,-19.472,174,-82.762,-19.762,138,-82.767,-19.767,244,-82.923,-19.923,248,-83.071,-20.071,206,-83.093,-20.093,280,-83.179,-20.179,156,-83.184,-20.184,320,-83.255,-20.255,214,-83.282,-20.282,114,-83.293,-20.293,478,-83.293,-20.293
,,5063,144.9153457,-37.81876463,150,-49.317,-1.317,166,-62.492,-14.492,252,-66.787,-18.787,276,-67.457,-19.457,262,-67.462,-19.462,224,-67.818,-19.818,420,-67.844,-19.844,282,-67.876,-19.876,64,-67.881,-19.881,458,-67.933,-19.933,360,-68.168,-20.168,32,-68.25,-20.25,184,-68.25,-20.25,80,-68.299,-20.299,94,-68.381,-20.381,10,-68.393,-20.393,174,-68.482,-20.482,238,-68.493,-20.493,414,-68.499,-20.499,432,-68.515,-20.515
,,3294,144.8185831,-37.79734092,206,-57.983,-0.983,382,-67.795,-10.795,42,-75.43,-18.43,464,-75.801,-18.801,56,-76.197,-19.197,454,-76.354,-19.354,316,-76.618,-19.618,160,-76.659,-19.659,374,-76.767,-19.767,310,-76.787,-19.787,428,-76.871,-19.871,440,-76.881,-19.881,112,-76.97,-19.97,460,-77.034,-20.034,36,-77.066,-20.066,294,-77.233,-20.233,66,-77.26,-20.26,414,-77.304,-20.304,166,-77.315,-20.315,404,-77.343,-20.343
,,5450,144.9157487,-37.80094657,88,-60.162,-1.162,96,-75.385,-16.385,76,-76.927,-17.927,488,-78.207,-19.207,50,-78.398,-19.398,258,-78.669,-19.669,206,-78.69,-19.69,152,-78.767,-19.767,12,-78.782,-19.782,374,-78.787,-19.787,238,-78.813,-19.813,478,-78.997,-19.997,502,-79.002,-20.002,424,-79.018,-20.018,24,-79.077,-20.077,120,-79.103,-20.103,320,-79.13,-20.13,94,-79.136,-20.136,342,-79.288,-20.288,22,-79.326,-20.326
,,3709,144.8683844,-37.768026,434,-69.524,-2.524,450,-73.519,-6.519,442,-79.745,-12.745,460,-86.715,-19.715,18,-87.023,-20.023,170,-87.039,-20.039,164,-87.179,-20.179,348,-87.19,-20.19,354,-87.266,-20.266,270,-87.304,-20.304,290,-87.354,-20.354,468,-87.404,-20.404,376,-87.415,-20.415,432,-87.465,-20.465,312,-87.487,-20.487,190,-87.578,-20.578,232,-87.634,-20.634,234,-87.669,-20.669,30,-87.72,-20.72,112,-87.749,-20.749
,,6005,144.9093296,-37.82000148,96,-63.946,-3.946,80,-66.012,-6.012,88,-74.492,-14.492,40,-77.476,-17.476,428,-78.879,-18.879,124,-79.222,-19.222,258,-79.603,-19.603,442,-79.715,-19.715,158,-79.731,-19.731,256,-79.818,-19.818,346,-79.997,-19.997,396,-80.018,-20.018,458,-80.029,-20.029,112,-80.163,-20.163,68,-80.271,-20.271,24,-80.315,-20.315,54,-80.348,-20.348,364,-80.404,-20.404,12,-80.42,-20.42,254,-80.42,-20.42
,,5243,144.8596504,-37.79169833,96,-72.155,-5.155,150,-73.648,-6.648,88,-75.434,-8.434,164,-77.808,-10.808,252,-85.997,-18.997,382,-86.839,-19.839,428,-86.86,-19.86,486,-86.907,-19.907,272,-86.912,-19.912,4,-86.96,-19.96,346,-87.071,-20.071,362,-87.12,-20.12,26,-87.201,-20.201,12,-87.299,-20.299,284,-87.304,-20.304,402,-87.359,-20.359,30,-87.376,-20.376,386,-87.398,-20.398,268,-87.409,-20.409,374,-87.443,-20.443
,,1509,144.8465739,-37.79752405,388,-64.187,-3.187,400,-67.577,-6.577,392,-72.086,-11.086,210,-80.418,-19.418,118,-80.705,-19.705,468,-80.808,-19.808,94,-80.839,-19.839,336,-80.976,-19.976,226,-80.986,-19.986,478,-81.055,-20.055,456,-81.157,-20.157,492,-81.206,-20.206,462,-81.222,-20.222,36,-81.282,-20.282,332,-81.304,-20.304,48,-81.315,-20.315,132,-81.321,-20.321,428,-81.326,-20.326,58,-81.409,-20.409,494,-81.454,-20.454
,,824,144.935945,-37.81942133,366,-66.016,-5.016,294,-68.172,-7.172,310,-71.295,-10.295,374,-77.371,-16.371,382,-79.036,-18.036,494,-80.553,-19.553,236,-80.881,-19.881,470,-80.992,-19.992,416,-81.007,-20.007,220,-81.184,-20.184,484,-81.201,-20.201,36,-81.233,-20.233,424,-81.233,-20.233,314,-81.26,-20.26,448,-81.343,-20.343,436,-81.393,-20.393,170,-81.404,-20.404,270,-81.409,-20.409,104,-81.42,-20.42,24,-81.459,-20.459
,,4689,144.9220175,-37.82720551,166,-63.51,-2.51,150,-68.913,-7.913,158,-75.061,-14.061,96,-76.976,-15.976,284,-79.755,-18.755,206,-80.69,-19.69,432,-80.97,-19.97,334,-81.045,-20.045,16,-81.184,-20.184,110,-81.195,-20.195,302,-81.239,-20.239,128,-81.277,-20.277,360,-81.31,-20.31,298,-81.354,-20.354,272,-81.404,-20.404,20,-81.465,-20.465,380,-81.532,-20.532,312,-81.538,-20.538,102,-81.549,-20.549,106,-81.555,-20.555
,,4475,144.9495433,-37.82107353,434,-62.102,-1.102,442,-79.16,-18.16,316,-80.144,-19.144,150,-80.403,-19.403,450,-80.573,-19.573,290,-80.767,-19.767,88,-80.772,-19.772,122,-80.772,-19.772,104,-80.808,-19.808,50,-80.876,-19.876,354,-80.992,-19.992,272,-81.061,-20.061,174,-81.066,-20.066,8,-81.098,-20.098,254,-81.13,-20.13,158,-81.211,-20.211,382,-81.222,-20.222,332,-81.26,-20.26,460,-81.26,-20.26,144,-81.304,-20.304
,,2350,144.974162,-37.76454647,366,-57.066,-1.066,206,-67.67,-11.67,382,-71.14,-15.14,374,-73.575,-17.575,254,-74.713,-18.713,494,-75.423,-19.423,346,-75.69,-19.69,348,-75.72,-19.72,162,-75.808,-19.808,80,-75.86,-19.86,24,-75.965,-19.965,270,-75.976,-19.976,122,-76.087,-20.087,10,-76.211,-20.211,130,-76.244,-20.244,340,-76.299,-20.299,256,-76.304,-20.304,144,-76.332,-20.332,278,-76.348,-20.348,316,-76.354,-20.354
,,101,144.9570396,-37.81911212,228,-77.722,-5.722,310,-79.568,-7.568,220,-79.921,-7.921,294,-82.488,-10.488,236,-91.329,-19.329,280,-91.358,-19.358,260,-91.583,-19.583,496,-91.664,-19.664,234,-91.793,-19.793,434,-91.839,-19.839,78,-92.066,-20.066,132,-92.141,-20.141,172,-92.195,-20.195,470,-92.206,-20.206,248,-92.222,-20.222,448,-92.26,-20.26,44,-92.282,-20.282,440,-92.326,-20.326,432,-92.393,-20.393,366,-92.476,-20.476
,,3767,144.878797,-37.81632299,450,-58.774,-0.774,434,-69.623,-11.623,158,-74.361,-16.361,476,-75.89,-17.89,462,-76.457,-18.457,120,-76.654,-18.654,138,-76.778,-18.778,368,-76.861,-18.861,306,-76.912,-18.912,378,-77.207,-19.207,150,-77.236,-19.236,196,-77.309,-19.309,340,-77.433,-19.433,200,-77.543,-19.543,308,-77.568,-19.568,478,-77.628,-19.628,48,-77.751,-19.751,472,-77.839,-19.839,360,-77.871,-19.871,10,-77.997,-19.997
,,1927,144.8591134,-37.79252071,366,-56.039,-3.039,382,-59.255,-6.255,374,-70.448,-17.448,206,-70.844,-17.844,130,-72.477,-19.477,162,-72.756,-19.756,184,-73.077,-20.077,394,-73.168,-20.168,154,-73.31,-20.31,270,-73.381,-20.381,498,-73.42,-20.42,346,-73.454,-20.454,190,-73.549,-20.549,340,-73.549,-20.549,254,-73.6,-20.6,386,-73.606,-20.606,308,-73.617,-20.617,278,-73.64,-20.64,34,-73.674,-20.674,114,-73.674,-20.674
,,3614,144.8451054,-37.77558647,166,-58.244,-2.244,158,-61.787,-5.787,148,-74.884,-18.884,316,-75.188,-19.188,446,-75.679,-19.679,110,-75.731,-19.731,112,-75.787,-19.787,404,-75.787,-19.787,332,-75.933,-19.933,266,-76.023,-20.023,188,-76.029,-20.029,432,-76.029,-20.029,90,-76.19,-20.19,240,-76.288,-20.288,352,-76.288,-20.288,362,-76.299,-20.299,122,-76.315,-20.315,254,-76.337,-20.337,128,-76.348,-20.348,12,-76.376,-20.376
,,2641,144.9385141,-37.76088906,392,-66.916,-1.916,166,-76.623,-11.623,400,-76.932,-11.932,316,-78.908,-13.908,158,-82.176,-17.176,124,-83.066,-18.066,314,-84.207,-19.207,394,-84.558,-19.558,416,-84.613,-19.613,176,-84.644,-19.644,306,-84.685,-19.685,28,-84.71,-19.71,94,-84.756,-19.756,506,-84.891,-19.891,184,-84.96,-19.96,218,-84.976,-19.976,110,-85.002,-20.002,252,-85.034,-20.034,22,-85.061,-20.061,460,-85.239,-20.239
,,5514,144.8699604,-37.77374296,96,-67.483,-4.483,88,-69.761,-6.761,346,-81.555,-18.555,250,-81.745,-18.745,268,-82.26,-19.261,358,-82.767,-19.767,184,-82.907,-19.907,256,-82.907,-19.907,376,-82.949,-19.949,428,-82.96,-19.96,146,-83.146,-20.146,286,-83.163,-20.163,264,-83.201,-20.201,144,-83.233,-20.233,388,-83.332,-20.332,432,-83.332,-20.332,338,-83.376,-20.376,336,-83.42,-20.42,118,-83.448,-20.448,476,-83.448,-20.448
,,503,144.8870155,-37.7901951,334,-62.809,-1.809,318,-70.254,-9.254,326,-74.427,-13.427,34,-80.413,-19.413,4,-80.976,-19.976,382,-81.13,-20.13,438,-81.168,-20.168,468,-81.168,-20.168,314,-81.211,-20.211,128,-81.222,-20.222,108,-81.282,-20.282,462,-81.282,-20.282,508,-81.437,-20.437,56,-81.448,-20.448,388,-81.448,-20.448,502,-81.454,-20.454,162,-81.459,-20.459,292,-81.504,-20.504,18,-81.538,-20.538,14,-81.578,-20.578
,,3778,144.8971973,-37.81774857,392,-77.978,-5.978,276,-78.535,-6.535,388,-80.511,-8.511,408,-83.511,-11.511,268,-88.175,-16.175,316,-89.753,-17.753,96,-90.645,-18.645,252,-91.563,-19.563,166,-91.603,-19.603,22,-91.623,-19.623,450,-91.731,-19.731,410,-91.839,-19.839,400,-91.881,-19.881,40,-91.986,-19.986,364,-92.007,-20.007,358,-92.211,-20.211,298,-92.31,-20.31,434,-92.321,-20.321,318,-92.354,-20.354,416,-92.37,-20.37
,,740,144.8865844,-37.82511852,318,-50.403,-1.403,326,-59.424,-10.424,452,-68.378,-19.378,268,-68.383,-19.383,92,-68.548,-19.548,356,-68.618,-19.618,428,-68.628,-19.628,286,-68.85,-19.85,80,-68.876,-19.876,156,-68.997,-19.997,74,-69.013,-20.013,306,-69.045,-20.045,488,-69.045,-20.045,336,-69.066,-20.066,374,-69.098,-20.098,288,-69.114,-20.114,372,-69.152,-20.152,462,-69.195,-20.195,114,-69.26,-20.26,466,-69.271,-20.271
,,739,144.8876512,-37.80785765,366,-72.708,-4.708,294,-75.383,-7.383,374,-78.516,-10.516,310,-81.04,-13.04,382,-86.69,-18.69,172,-88.018,-20.018,254,-88.125,-20.125,186,-88.271,-20.271,312,-88.282,-20.282,226,-88.343,-20.343,26,-88.348,-20.348,314,-88.431,-20.431,360,-88.448,-20.448,218,-88.454,-20.454,174,-88.471,-20.471,110,-88.493,-20.493,204,-88.51,-20.51,270,-88.561,-20.561,176,-88.572,-20.572,434,-88.578,-20.578
